class,canonicalcategory,category,film,name,nominees,winner,detail,multifilmnomination
Directing,DIRECTING,DIRECTING,La Dolce Vita,Federico Fellini,Federico Fellini,False,nan,nan
Directing,DIRECTING,DIRECTING,West Side Story,"Robert Wise, Jerome Robbins","Robert Wise, Jerome Robbins",True,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),La Grande Olimpiade (Olympic Games 1960),"dell Istituto Nazionale Luce, Comitato Organizzatore Del Giochi Della XVII Olimpiade","dell Istituto Nazionale Luce, Comitato Organizzatore Del Giochi Della XVII Olimpiade",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Le Ciel et la Boue (Sky Above and Mud Beneath),"Arthur Cohn and Rene Lafuite, Producers","Arthur Cohn, Rene Lafuite",True,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Breaking the Language Barrier,United States Air Force,United States Air Force,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Cradle of Genius,"Jim O'Connor and Tom Hayes, Producers","Jim O'Connor, Tom Hayes",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Kahl,Dido-Film-GmbH,Dido-Film-GmbH,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),L'Uomo in Grigio (The Man in Gray),"Benedetto Benedetti, Producer",Benedetto Benedetti,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Project Hope,"Frank P. Bibas, Producer",Frank P. Bibas,True,nan,nan
Production,FILM EDITING,FILM EDITING,Fanny,William H. Reynolds,William H. Reynolds,False,nan,nan
Production,FILM EDITING,FILM EDITING,The Guns of Navarone,Alan Osbiston,Alan Osbiston,False,nan,nan
Production,FILM EDITING,FILM EDITING,Judgment at Nuremberg,Frederic Knudtson,Frederic Knudtson,False,nan,nan
Production,FILM EDITING,FILM EDITING,The Parent Trap,Philip W. Anderson,Philip W. Anderson,False,nan,nan
Production,FILM EDITING,FILM EDITING,West Side Story,Thomas Stanford,Thomas Stanford,True,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Harry and the Butler,Denmark,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Immortal Love,Japan,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Important Man,Mexico,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Placido,Spain,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Through a Glass Darkly,Sweden,nan,True,nan,nan
Music,MUSIC (Original Score),MUSIC (Music Score of a Dramatic or Comedy Picture),Breakfast at Tiffany's,Henry Mancini,Henry Mancini,True,nan,nan
Music,MUSIC (Original Score),MUSIC (Music Score of a Dramatic or Comedy Picture),El Cid,Miklos Rozsa,Miklos Rozsa,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Music Score of a Dramatic or Comedy Picture),Fanny,"Morris Stoloff, Harry Sukman","Morris Stoloff, Harry Sukman",False,nan,nan
Music,MUSIC (Original Score),MUSIC (Music Score of a Dramatic or Comedy Picture),The Guns of Navarone,Dimitri Tiomkin,Dimitri Tiomkin,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Music Score of a Dramatic or Comedy Picture),Summer and Smoke,Elmer Bernstein,Elmer Bernstein,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of a Musical Picture),Babes in Toyland,George Bruns,George Bruns,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of a Musical Picture),Flower Drum Song,"Alfred Newman, Ken Darby","Alfred Newman, Ken Darby",False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of a Musical Picture),Khovanshchina,Dimitri Shostakovich,Dimitri Shostakovich,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of a Musical Picture),Paris Blues,Duke Ellington,Duke Ellington,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of a Musical Picture),West Side Story,"Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal","Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal",True,nan,nan
Music,MUSIC (Original Song),MUSIC (Song),Bachelor in Paradise,Music by Henry Mancini; Lyrics by Mack David,"Henry Mancini, Mack David",False,Bachelor In Paradise,nan
Music,MUSIC (Original Song),MUSIC (Song),El Cid,Music by Miklos Rozsa; Lyrics by Paul Francis Webster,"Miklos Rozsa, Paul Francis Webster",False,Love Theme From El Cid (The Falcon And The Dove),nan
Music,MUSIC (Original Song),MUSIC (Song),Breakfast at Tiffany's,Music by Henry Mancini; Lyrics by Johnny Mercer,"Henry Mancini, Johnny Mercer",True,Moon River,nan
Music,MUSIC (Original Song),MUSIC (Song),Pocketful of Miracles,Music by James Van Heusen; Lyrics by Sammy Cahn,"James Van Heusen, Sammy Cahn",False,Pocketful Of Miracles,nan
Music,MUSIC (Original Song),MUSIC (Song),Town without Pity,Music by Dimitri Tiomkin; Lyrics by Ned Washington,"Dimitri Tiomkin, Ned Washington",False,Town Without Pity,nan
Title,BEST PICTURE,BEST MOTION PICTURE,Fanny,"Joshua Logan, Producer",Joshua Logan,False,nan,nan
Title,BEST PICTURE,BEST MOTION PICTURE,The Guns of Navarone,"Carl Foreman, Producer",Carl Foreman,False,nan,nan
Title,BEST PICTURE,BEST MOTION PICTURE,The Hustler,"Robert Rossen, Producer",Robert Rossen,False,nan,nan
Title,BEST PICTURE,BEST MOTION PICTURE,Judgment at Nuremberg,"Stanley Kramer, Producer",Stanley Kramer,False,nan,nan
Title,BEST PICTURE,BEST MOTION PICTURE,West Side Story,"Robert Wise, Producer",Robert Wise,True,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Aquamania,"Walt Disney, Producer",Walt Disney,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Beep Prepared,"Chuck Jones, Producer",Chuck Jones,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Ersatz (The Substitute),Zagreb Film,Zagreb Film,True,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Nelly's Folly,"Chuck Jones, Producer",Chuck Jones,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),The Pied Piper of Guadalupe,"Friz Freleng, Producer",Friz Freleng,False,nan,nan
Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),Ballon Vole (Play Ball!),Ciné-Documents,Ciné-Documents,False,nan,nan
Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),The Face of Jesus,"Dr. John D. Jennings, Producer",Dr. John D. Jennings,False,nan,nan
Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),Rooftops of New York,"Robert Gaffney, Producer",Robert Gaffney,False,nan,nan
Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),Seawards the Great Ships,Templar Film Studios,Templar Film Studios,True,nan,nan
Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),"Very Nice, Very Nice",National Film Board of Canada,National Film Board of Canada,False,nan,nan
Production,SOUND MIXING,SOUND,The Children's Hour,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director","Samuel Goldwyn, Gordon E. Sawyer",False,nan,nan
Production,SOUND MIXING,SOUND,Flower Drum Song,"Revue Studio Sound Department, Waldon O. Watson, Sound Director","Revue, Waldon O. Watson",False,nan,nan
Production,SOUND MIXING,SOUND,The Guns of Navarone,"Shepperton Studio Sound Department, John Cox, Sound Director","Shepperton, John Cox",False,nan,nan
Production,SOUND MIXING,SOUND,The Parent Trap,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director","Walt Disney Studios, Robert O. Cook",False,nan,nan
Production,SOUND MIXING,SOUND,West Side Story,"Todd-AO Sound Department, Fred Hynes, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director","Todd-AO, Fred Hynes, Samuel Goldwyn, Gordon E. Sawyer",True,nan,nan
Production,VISUAL EFFECTS,SPECIAL EFFECTS,The Absent Minded Professor,"Visual Effects by Robert A. Mattey, Eustace Lycett","Robert A. Mattey, Eustace Lycett",False,nan,nan
Production,VISUAL EFFECTS,SPECIAL EFFECTS,The Guns of Navarone,Visual Effects by Bill Warrington; Audible Effects by Vivian C. Greenham,"Bill Warrington, Vivian C. Greenham",True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Breakfast at Tiffany's,George Axelrod,George Axelrod,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),The Guns of Navarone,Carl Foreman,Carl Foreman,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),The Hustler,"Sidney Carroll, Robert Rossen","Sidney Carroll, Robert Rossen",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Judgment at Nuremberg,Abby Mann,Abby Mann,True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),West Side Story,Ernest Lehman,Ernest Lehman,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),Ballad of a Soldier,"Valentin Yoshov, Grigori Chukhrai","Valentin Yoshov, Grigori Chukhrai",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),General Della Rovere,"Sergio Amidei, Diego Fabbri, Indro Montanelli","Sergio Amidei, Diego Fabbri, Indro Montanelli",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),La Dolce Vita,"Federico Fellini, Tullio Pinelli, Ennio Flaiano, Brunello Rondi","Federico Fellini, Tullio Pinelli, Ennio Flaiano, Brunello Rondi",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),Lover Come Back,"Stanley Shapiro, Paul Henning","Stanley Shapiro, Paul Henning",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),Splendor in the Grass,William Inge,William Inge,True,nan,nan
Special,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,nan,George Seaton,George Seaton,True,nan,nan
Special,HONORARY AWARD,HONORARY AWARD,A Force in Readiness,nan,William L. Hendricks,True,nan,nan
Special,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,nan,Stanley Kramer,Stanley Kramer,True,nan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Birdman of Alcatraz,Burt Lancaster,Burt Lancaster,False,Robert Stroud,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Days of Wine and Roses,Jack Lemmon,Jack Lemmon,False,Joe Clay,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Divorce--Italian Style,Marcello Mastroianni,Marcello Mastroianni,False,Ferdinando Cefalu,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Lawrence of Arabia,Peter O'Toole,Peter O'Toole,False,T.E. Lawrence,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,To Kill a Mockingbird,Gregory Peck,Gregory Peck,True,Atticus Finch,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Sweet Bird of Youth,Ed Begley,Ed Begley,True,Tom 'Boss' Finley,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,What Ever Happened to Baby Jane?,Victor Buono,Victor Buono,False,Edwin Flagg,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Birdman of Alcatraz,Telly Savalas,Telly Savalas,False,Feto Gomez,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Lawrence of Arabia,Omar Sharif,Omar Sharif,False,Sherif Ali ibn el Kharish,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Billy Budd,Terence Stamp,Terence Stamp,False,Billy Budd,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,The Miracle Worker,Anne Bancroft,Anne Bancroft,True,Annie Sullivan,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,What Ever Happened to Baby Jane?,Bette Davis,Bette Davis,False,Jane Hudson,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Long Day's Journey into Night,Katharine Hepburn,Katharine Hepburn,False,Mary Tyrone,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Sweet Bird of Youth,Geraldine Page,Geraldine Page,False,Alexandra Del Lago,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Days of Wine and Roses,Lee Remick,Lee Remick,False,Kirsten Arnesen,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,To Kill a Mockingbird,Mary Badham,Mary Badham,False,Scout Finch,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Miracle Worker,Patty Duke,Patty Duke,True,Helen Keller,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Sweet Bird of Youth,Shirley Knight,Shirley Knight,False,Heavenly Finley,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Manchurian Candidate,Angela Lansbury,Angela Lansbury,False,Raymond's Mother,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Birdman of Alcatraz,Thelma Ritter,Thelma Ritter,False,Elizabeth Stroud,nan
Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Days of Wine and Roses,Art Direction: Joseph Wright; Set Decoration: George James Hopkins,"Joseph Wright, George James Hopkins",False,nan,nan
Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),The Longest Day,"Art Direction: Ted Haworth, Leon Barsacq, Vincent Korda; Set Decoration: Gabriel Bechir","Ted Haworth, Leon Barsacq, Vincent Korda, Gabriel Bechir",False,nan,nan
Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Period of Adjustment,"Art Direction: George W. Davis, Edward Carfagno; Set Decoration: Henry Grace, Dick Pefferle","George W. Davis, Edward Carfagno, Henry Grace, Dick Pefferle",False,nan,nan
Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),The Pigeon That Took Rome,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Frank R. McKelvy","Hal Pereira, Roland Anderson, Sam Comer, Frank R. McKelvy",False,nan,nan
Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),To Kill a Mockingbird,"Art Direction: Alexander Golitzen, Henry Bumstead; Set Decoration: Oliver Emert","Alexander Golitzen, Henry Bumstead, Oliver Emert",True,nan,nan
Production,ART DIRECTION (Color),ART DIRECTION (Color),Lawrence of Arabia,"Art Direction: John Box, John Stoll; Set Decoration: Dario Simoni","John Box, John Stoll, Dario Simoni",True,nan,nan
Production,ART DIRECTION (Color),ART DIRECTION (Color),Meredith Willson's The Music Man,Art Direction: Paul Groesse; Set Decoration: George James Hopkins,"Paul Groesse, George James Hopkins",False,nan,nan
Production,ART DIRECTION (Color),ART DIRECTION (Color),Mutiny on the Bounty,"Art Direction: George W. Davis, J. McMillan Johnson; Set Decoration: Henry Grace, Hugh Hunt","George W. Davis, J. McMillan Johnson, Henry Grace, Hugh Hunt",False,nan,nan
Production,ART DIRECTION (Color),ART DIRECTION (Color),That Touch of Mink,"Art Direction: Alexander Golitzen, Robert Clatworthy; Set Decoration: George Milo","Alexander Golitzen, Robert Clatworthy, George Milo",False,nan,nan
Production,ART DIRECTION (Color),ART DIRECTION (Color),The Wonderful World of the Brothers Grimm,"Art Direction: George W. Davis, Edward Carfagno; Set Decoration: Henry Grace, Dick Pefferle","George W. Davis, Edward Carfagno, Henry Grace, Dick Pefferle",False,nan,nan
Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Birdman of Alcatraz,Burnett Guffey,Burnett Guffey,False,nan,nan
Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),The Longest Day,"Jean Bourgoin, Walter Wottitz, (Henri Persin)","Jean Bourgoin, Walter Wottitz, Henri Persin",True,nan,nan
Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),To Kill a Mockingbird,Russell Harlan,Russell Harlan,False,nan,nan
Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Two for the Seesaw,Ted McCord,Ted McCord,False,nan,nan
Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),What Ever Happened to Baby Jane?,Ernest Haller,Ernest Haller,False,nan,nan
Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Gypsy,"Harry Stradling, Sr.",Harry Stradling Sr.,False,nan,nan
Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Hatari!,Russell Harlan,Russell Harlan,False,nan,nan
Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Lawrence of Arabia,Fred A. Young,Fred A. Young,True,nan,nan
Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Mutiny on the Bounty,Robert L. Surtees,Robert L. Surtees,False,nan,nan
Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),The Wonderful World of the Brothers Grimm,Paul C. Vogel,Paul C. Vogel,False,nan,nan
Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Days of Wine and Roses,Don Feld,Don Feld,False,nan,nan
Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),The Man Who Shot Liberty Valance,Edith Head,Edith Head,False,nan,nan
Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),The Miracle Worker,Ruth Morley,Ruth Morley,False,nan,nan
Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Phaedra,Denny Vachlioti,Denny Vachlioti,False,nan,nan
Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),What Ever Happened to Baby Jane?,Norma Koch,Norma Koch,True,nan,nan
Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Bon Voyage!,Bill Thomas,Bill Thomas,False,nan,nan
Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Gypsy,Orry-Kelly,Orry-Kelly,False,nan,nan
Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Meredith Willson's The Music Man,Dorothy Jeakins,Dorothy Jeakins,False,nan,nan
Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),My Geisha,Edith Head,Edith Head,False,nan,nan
Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),The Wonderful World of the Brothers Grimm,Mary Wills,Mary Wills,True,nan,nan
Directing,DIRECTING,DIRECTING,David and Lisa,Frank Perry,Frank Perry,False,nan,nan
Directing,DIRECTING,DIRECTING,Divorce--Italian Style,Pietro Germi,Pietro Germi,False,nan,nan
Directing,DIRECTING,DIRECTING,Lawrence of Arabia,David Lean,David Lean,True,nan,nan
Directing,DIRECTING,DIRECTING,The Miracle Worker,Arthur Penn,Arthur Penn,False,nan,nan
Directing,DIRECTING,DIRECTING,To Kill a Mockingbird,Robert Mulligan,Robert Mulligan,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Alvorada (Brazil's Changing Face),"Hugo Niebeling, Producer",Hugo Niebeling,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Black Fox,"Louis Clyde Stoumen, Producer",Louis Clyde Stoumen,True,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Dylan Thomas,"Jack Howells, Producer",Jack Howells,True,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The John Glenn Story,"William L. Hendricks, Producer",William L. Hendricks,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The Road to the Wall,"Robert Saudek, Producer",Robert Saudek,False,nan,nan
Production,FILM EDITING,FILM EDITING,Lawrence of Arabia,Anne Coates,Anne Coates,True,nan,nan
Production,FILM EDITING,FILM EDITING,The Longest Day,Samuel E. Beetley,Samuel E. Beetley,False,nan,nan
Production,FILM EDITING,FILM EDITING,The Manchurian Candidate,Ferris Webster,Ferris Webster,False,nan,nan
Production,FILM EDITING,FILM EDITING,Meredith Willson's The Music Man,William Ziegler,William Ziegler,False,nan,nan
Production,FILM EDITING,FILM EDITING,Mutiny on the Bounty,"John McSweeney, Jr.",John McSweeney Jr.,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Electra,Greece,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Four Days of Naples,Italy,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Keeper of Promises (The Given Word),Brazil,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Sundays and Cybele,France,nan,True,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Tlayucan,Mexico,nan,False,nan,nan
